 method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,threshold,dataset
cms,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,30.925989866256714,0.7,chembl_4000_5
cms_sampling,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.375255107879639,0.7,chembl_4000_5
cms_earlystopping,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.5748291015625,0.7,chembl_4000_5
cms_minhash,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.024468421936035156,0.7,chembl_4000_5
cms_minhash_lsh,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0004067420959472656,0.7,chembl_4000_5
cms,relationship_type.csv,relationship_type,"high
",1,0,0,544,1.0,1.0,1.0,1.0,30.954975605010986,0.7,chembl_4000_5
cms_sampling,relationship_type.csv,relationship_type,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.510136842727661,0.7,chembl_4000_5
cms_earlystopping,relationship_type.csv,relationship_type,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.6366722583770752,0.7,chembl_4000_5
cms_minhash,relationship_type.csv,relationship_type,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0245664119720459,0.7,chembl_4000_5
cms_minhash_lsh,relationship_type.csv,relationship_type,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0004215240478515625,0.7,chembl_4000_5
cms,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.2642023563385,0.7,chembl_4000_5
cms_sampling,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.463912725448608,0.7,chembl_4000_5
cms_earlystopping,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.585068702697754,0.7,chembl_4000_5
cms_minhash,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.024605512619018555,0.7,chembl_4000_5
cms_minhash_lsh,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0004265308380126953,0.7,chembl_4000_5
cms,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.37693500518799,0.7,chembl_4000_5
cms_sampling,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.578721046447754,0.7,chembl_4000_5
cms_earlystopping,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.7095000743865967,0.7,chembl_4000_5
cms_minhash,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.02404165267944336,0.7,chembl_4000_5
cms_minhash_lsh,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00042438507080078125,0.7,chembl_4000_5
cms,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,31.49332618713379,0.7,chembl_4000_5
cms_sampling,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,15.747735023498535,0.7,chembl_4000_5
cms_earlystopping,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,1.7028987407684326,0.7,chembl_4000_5
cms_minhash,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.02401280403137207,0.7,chembl_4000_5
cms_minhash_lsh,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0004534721374511719,0.7,chembl_4000_5
cms,metabolism.csv,enzyme_name,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.357707023620605,0.7,chembl_4000_5
cms_sampling,metabolism.csv,enzyme_name,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.641091108322144,0.7,chembl_4000_5
cms_earlystopping,metabolism.csv,enzyme_name,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.595806360244751,0.7,chembl_4000_5
cms_minhash,metabolism.csv,enzyme_name,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.02748847007751465,0.7,chembl_4000_5
cms_minhash_lsh,metabolism.csv,enzyme_name,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00041794776916503906,0.7,chembl_4000_5
cms,molecule_frac_classification.csv,molregno,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.56509041786194,0.7,chembl_4000_5
cms_sampling,molecule_frac_classification.csv,molregno,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.612762928009033,0.7,chembl_4000_5
cms_earlystopping,molecule_frac_classification.csv,molregno,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.5906224250793457,0.7,chembl_4000_5
cms_minhash,molecule_frac_classification.csv,molregno,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0234987735748291,0.7,chembl_4000_5
cms_minhash_lsh,molecule_frac_classification.csv,molregno,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00040912628173828125,0.7,chembl_4000_5
cms,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.60989022254944,0.7,chembl_4000_5
cms_sampling,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.714792013168335,0.7,chembl_4000_5
cms_earlystopping,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.6092267036437988,0.7,chembl_4000_5
cms_minhash,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.024608612060546875,0.7,chembl_4000_5
cms_minhash_lsh,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00041747093200683594,0.7,chembl_4000_5
cms,chembl_release.csv,chembl_release_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.448429346084595,0.7,chembl_4000_5
cms_sampling,chembl_release.csv,chembl_release_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.641040325164795,0.7,chembl_4000_5
cms_earlystopping,chembl_release.csv,chembl_release_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,2.1720826625823975,0.7,chembl_4000_5
cms_minhash,chembl_release.csv,chembl_release_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.023883581161499023,0.7,chembl_4000_5
cms_minhash_lsh,chembl_release.csv,chembl_release_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00045108795166015625,0.7,chembl_4000_5
cms,hrac_classification.csv,hrac_class_id,low,4,0,0,541,1.0,1.0,1.0,1.0,31.396262407302856,0.7,chembl_4000_5
cms_sampling,hrac_classification.csv,hrac_class_id,low,4,0,0,541,1.0,1.0,1.0,1.0,15.608038663864136,0.7,chembl_4000_5
cms_earlystopping,hrac_classification.csv,hrac_class_id,low,4,0,0,541,1.0,1.0,1.0,1.0,2.7095084190368652,0.7,chembl_4000_5
cms_minhash,hrac_classification.csv,hrac_class_id,low,3,0,1,541,0.998165137614679,1.0,0.75,0.8571428571428571,0.02409672737121582,0.7,chembl_4000_5
cms_minhash_lsh,hrac_classification.csv,hrac_class_id,low,3,0,1,541,0.998165137614679,1.0,0.75,0.8571428571428571,0.0004227161407470703,0.7,chembl_4000_5
cms,molecule_irac_classification.csv,irac_class_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,31.951073169708252,0.7,chembl_4000_5
cms_sampling,molecule_irac_classification.csv,irac_class_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,15.611023426055908,0.7,chembl_4000_5
cms_earlystopping,molecule_irac_classification.csv,irac_class_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,2.517397165298462,0.7,chembl_4000_5
cms_minhash,molecule_irac_classification.csv,irac_class_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.024176359176635742,0.7,chembl_4000_5
cms_minhash_lsh,molecule_irac_classification.csv,irac_class_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0006842613220214844,0.7,chembl_4000_5
cms,research_companies.csv,res_stem_id,"medium
",4,0,0,541,1.0,1.0,1.0,1.0,30.78231954574585,0.7,chembl_4000_5
cms_sampling,research_companies.csv,res_stem_id,"medium
",4,0,0,541,1.0,1.0,1.0,1.0,15.378758430480957,0.7,chembl_4000_5
cms_earlystopping,research_companies.csv,res_stem_id,"medium
",4,0,0,541,1.0,1.0,1.0,1.0,3.986342191696167,0.7,chembl_4000_5
cms_minhash,research_companies.csv,res_stem_id,"medium
",4,0,0,541,1.0,1.0,1.0,1.0,0.026489734649658203,0.7,chembl_4000_5
cms_minhash_lsh,research_companies.csv,res_stem_id,"medium
",4,0,0,541,1.0,1.0,1.0,1.0,0.00033664703369140625,0.7,chembl_4000_5
cms,protein_class_synonyms.csv,protein_class_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,30.49983239173889,0.7,chembl_4000_5
cms_sampling,protein_class_synonyms.csv,protein_class_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,14.877803325653076,0.7,chembl_4000_5
cms_earlystopping,protein_class_synonyms.csv,protein_class_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.8176980018615723,0.7,chembl_4000_5
cms_minhash,protein_class_synonyms.csv,protein_class_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.03634524345397949,0.7,chembl_4000_5
cms_minhash_lsh,protein_class_synonyms.csv,protein_class_id,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00021886825561523438,0.7,chembl_4000_5
cms,organism_class.csv,l2,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.44640302658081,0.7,chembl_4000_5
cms_sampling,organism_class.csv,l2,"high
",1,0,0,544,1.0,1.0,1.0,1.0,15.70458698272705,0.7,chembl_4000_5
cms_earlystopping,organism_class.csv,l2,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.5934040546417236,0.7,chembl_4000_5
cms_minhash,organism_class.csv,l2,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.036489248275756836,0.7,chembl_4000_5
cms_minhash_lsh,organism_class.csv,l2,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00021338462829589844,0.7,chembl_4000_5
cms,metabolism.csv,met_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,29.89058566093445,0.7,chembl_4000_5
cms_sampling,metabolism.csv,met_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,14.951169729232788,0.7,chembl_4000_5
cms_earlystopping,metabolism.csv,met_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,6.126282215118408,0.7,chembl_4000_5
cms_minhash,metabolism.csv,met_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03149986267089844,0.7,chembl_4000_5
cms_minhash_lsh,metabolism.csv,met_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0004241466522216797,0.7,chembl_4000_5
cms,bio_component_sequences.csv,sequence,"high
",1,0,0,544,1.0,1.0,1.0,1.0,30.012102127075195,0.7,chembl_4000_5
cms_sampling,bio_component_sequences.csv,sequence,"high
",1,0,0,544,1.0,1.0,1.0,1.0,14.967379570007324,0.7,chembl_4000_5
cms_earlystopping,bio_component_sequences.csv,sequence,"high
",1,0,0,544,1.0,1.0,1.0,1.0,6.10666298866272,0.7,chembl_4000_5
cms_minhash,bio_component_sequences.csv,sequence,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0332949161529541,0.7,chembl_4000_5
cms_minhash_lsh,bio_component_sequences.csv,sequence,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.00040030479431152344,0.7,chembl_4000_5
cms,variant_sequences.csv,variant_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,29.760282516479492,0.7,chembl_4000_5
cms_sampling,variant_sequences.csv,variant_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,14.838857412338257,0.7,chembl_4000_5
cms_earlystopping,variant_sequences.csv,variant_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,6.308861494064331,0.7,chembl_4000_5
cms_minhash,variant_sequences.csv,variant_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03174924850463867,0.7,chembl_4000_5
cms_minhash_lsh,variant_sequences.csv,variant_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0004684925079345703,0.7,chembl_4000_5
cms,atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,29.379215955734253,0.7,chembl_4000_5
cms_sampling,atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,14.55521273612976,0.7,chembl_4000_5
cms_earlystopping,atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,6.691827297210693,0.7,chembl_4000_5
cms_minhash,atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03455400466918945,0.7,chembl_4000_5
cms_minhash_lsh,atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.00030612945556640625,0.7,chembl_4000_5
cms,molecule_dictionary.csv,first_approval,"high
",1,0,0,544,1.0,1.0,1.0,1.0,25.90644097328186,0.7,chembl_4000_5
cms_sampling,molecule_dictionary.csv,first_approval,"high
",1,0,0,544,1.0,1.0,1.0,1.0,12.969554901123047,0.7,chembl_4000_5
cms_earlystopping,molecule_dictionary.csv,first_approval,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.4302978515625,0.7,chembl_4000_5
cms_minhash,molecule_dictionary.csv,first_approval,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.03632402420043945,0.7,chembl_4000_5
cms_minhash_lsh,molecule_dictionary.csv,first_approval,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0003421306610107422,0.7,chembl_4000_5
cms,biotherapeutic_components.csv,component_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,31.42559027671814,0.7,chembl_4000_5
cms_sampling,biotherapeutic_components.csv,component_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,15.622155904769897,0.7,chembl_4000_5
cms_earlystopping,biotherapeutic_components.csv,component_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,6.584478378295898,0.7,chembl_4000_5
cms_minhash,biotherapeutic_components.csv,component_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03340768814086914,0.7,chembl_4000_5
cms_minhash_lsh,biotherapeutic_components.csv,component_id,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0005271434783935547,0.7,chembl_4000_5
cms,activity_supp.csv,text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,25.803016185760498,0.7,chembl_4000_5
cms_sampling,activity_supp.csv,text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,12.787241458892822,0.7,chembl_4000_5
cms_earlystopping,activity_supp.csv,text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,1.5611510276794434,0.7,chembl_4000_5
cms_minhash,activity_supp.csv,text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.034576416015625,0.7,chembl_4000_5
cms_minhash_lsh,activity_supp.csv,text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0002498626708984375,0.7,chembl_4000_5
cms,activity_supp.csv,standard_text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,25.53357720375061,0.7,chembl_4000_5
cms_sampling,activity_supp.csv,standard_text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,12.639896392822266,0.7,chembl_4000_5
cms_earlystopping,activity_supp.csv,standard_text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,1.5484881401062012,0.7,chembl_4000_5
cms_minhash,activity_supp.csv,standard_text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03542613983154297,0.7,chembl_4000_5
cms_minhash_lsh,activity_supp.csv,standard_text_value,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.00024628639221191406,0.7,chembl_4000_5
cms,target_components.csv,homologue,"low
",4,0,0,541,1.0,1.0,1.0,1.0,31.368911743164062,0.7,chembl_4000_5
cms_sampling,target_components.csv,homologue,"low
",4,0,0,541,1.0,1.0,1.0,1.0,15.623986721038818,0.7,chembl_4000_5
cms_earlystopping,target_components.csv,homologue,"low
",4,0,0,541,1.0,1.0,1.0,1.0,1.9871811866760254,0.7,chembl_4000_5
cms_minhash,target_components.csv,homologue,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.039948225021362305,0.7,chembl_4000_5
cms_minhash_lsh,target_components.csv,homologue,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.0005946159362792969,0.7,chembl_4000_5
cms,molecule_atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,31.15928339958191,0.7,chembl_4000_5
cms_sampling,molecule_atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,15.45234489440918,0.7,chembl_4000_5
cms_earlystopping,molecule_atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,7.000868797302246,0.7,chembl_4000_5
cms_minhash,molecule_atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03594636917114258,0.7,chembl_4000_5
cms_minhash_lsh,molecule_atc_classification.csv,level5,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.00036597251892089844,0.7,chembl_4000_5
cms,products.csv,innovator_company,"high
",1,0,0,544,1.0,1.0,1.0,1.0,29.989941596984863,0.7,chembl_4000_5
cms_sampling,products.csv,innovator_company,"high
",1,0,0,544,1.0,1.0,1.0,1.0,14.922877073287964,0.7,chembl_4000_5
cms_earlystopping,products.csv,innovator_company,"high
",1,0,0,544,1.0,1.0,1.0,1.0,1.8571913242340088,0.7,chembl_4000_5
cms_minhash,products.csv,innovator_company,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.03802824020385742,0.7,chembl_4000_5
cms_minhash_lsh,products.csv,innovator_company,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.0002262592315673828,0.7,chembl_4000_5
cms,molecule_dictionary.csv,usan_stem,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,27.146687507629395,0.7,chembl_4000_5
cms_sampling,molecule_dictionary.csv,usan_stem,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,13.538129568099976,0.7,chembl_4000_5
cms_earlystopping,molecule_dictionary.csv,usan_stem,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,1.445906639099121,0.7,chembl_4000_5
cms_minhash,molecule_dictionary.csv,usan_stem,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.03450465202331543,0.7,chembl_4000_5
cms_minhash_lsh,molecule_dictionary.csv,usan_stem,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.000240325927734375,0.7,chembl_4000_5
cms,products.csv,product_id,"medium
",2,2,0,541,0.9963302752293578,0.5,1.0,0.6666666666666666,23.8139750957489,0.7,chembl_4000_5
cms_sampling,products.csv,product_id,"medium
",2,2,0,541,0.9963302752293578,0.5,1.0,0.6666666666666666,11.849490404129028,0.7,chembl_4000_5
cms_earlystopping,products.csv,product_id,"medium
",2,2,0,541,0.9963302752293578,0.5,1.0,0.6666666666666666,5.24971604347229,0.7,chembl_4000_5
cms_minhash,products.csv,product_id,"medium
",2,3,0,540,0.9944954128440368,0.4,1.0,0.5714285714285715,0.034275054931640625,0.7,chembl_4000_5
cms_minhash_lsh,products.csv,product_id,"medium
",2,3,0,540,0.9944954128440368,0.4,1.0,0.5714285714285715,0.0008618831634521484,0.7,chembl_4000_5
cms,biotherapeutics.csv,helm_notation,"high
",1,0,0,544,1.0,1.0,1.0,1.0,31.001671314239502,0.7,chembl_4000_5
