method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,minhash_creation_time,threshold,dataset,width,depth,candidates
cms_minhash_lsh,molecule_irac_classification.csv,mol_irac_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.29268860816955566,0.0017809867858886719,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,hrac_classification.csv,hrac_class_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.3261890411376953,0.0021567344665527344,0.7,chembl_2000_5,2000,5,9
cms_minhash_lsh,research_companies.csv,co_stem_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.24517345428466797,0.013762235641479492,0.7,chembl_2000_5,2000,5,7
cms_minhash_lsh,activity_stds_lookup.csv,std_act_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.2500588893890381,0.0016202926635742188,0.7,chembl_2000_5,2000,5,7
cms_minhash_lsh,molecule_frac_classification.csv,mol_frac_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.2909836769104004,0.0016491413116455078,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,molecule_hrac_classification.csv,mol_hrac_id,"low
",6,0,0,539,1.0,1.0,1.0,1.0,0.28665852546691895,0.009933948516845703,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,irac_classification.csv,irac_class_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.3576850891113281,0.008105278015136719,0.7,chembl_2000_5,2000,5,9
cms_minhash_lsh,research_stem.csv,res_stem_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.2913093566894531,0.01348733901977539,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,drug_mechanism.csv,molecular_mechanism,"low
",3,0,0,542,1.0,1.0,1.0,1.0,0.2111830711364746,0.0005195140838623047,0.7,chembl_2000_5,2000,5,6
cms_minhash_lsh,drug_mechanism.csv,direct_interaction,"low
",3,0,0,542,1.0,1.0,1.0,1.0,0.22229433059692383,0.0005216598510742188,0.7,chembl_2000_5,2000,5,6
cms_minhash_lsh,assay_classification.csv,assay_class_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.39318418502807617,0.009193181991577148,0.7,chembl_2000_5,2000,5,11
cms_minhash_lsh,product_patents.csv,delist_flag,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.6467297077178955,0.0005702972412109375,0.7,chembl_2000_5,2000,5,17
cms_minhash_lsh,product_patents.csv,drug_substance_flag,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.6214690208435059,0.0037336349487304688,0.7,chembl_2000_5,2000,5,17
cms_minhash_lsh,assays.csv,assay_group,"low
",1,0,0,544,1.0,1.0,1.0,1.0,0.03328680992126465,0.0015230178833007812,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.024921894073486328,0.0007200241088867188,0.7,chembl_2000_5,2000,5,2
cms_minhash_lsh,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.05332636833190918,0.0012090206146240234,0.7,chembl_2000_5,2000,5,2
cms_minhash_lsh,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.029637575149536133,0.0029230117797851562,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.026942014694213867,0.0031316280364990234,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.022484302520751953,0.0014061927795410156,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,metabolism.csv,enzyme_name,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.029662609100341797,0.0016849040985107422,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,research_companies.csv,res_stem_id,"medium
",4,0,0,541,1.0,1.0,1.0,1.0,0.22647309303283691,0.004534482955932617,0.7,chembl_2000_5,2000,5,8
