method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,minhash_creation_time,threshold,dataset,width,depth,candidates
cms_minhash_lsh,research_companies.csv,co_stem_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.2672727108001709,0.011772632598876953,0.7,chembl_2000_5,2000,5,7
cms_minhash_lsh,molecule_frac_classification.csv,mol_frac_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.2724430561065674,0.008609533309936523,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,activity_stds_lookup.csv,std_act_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.2411346435546875,0.0015859603881835938,0.7,chembl_2000_5,2000,5,7
cms_minhash_lsh,research_stem.csv,res_stem_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.3047945499420166,0.003370523452758789,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,molecule_irac_classification.csv,mol_irac_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.26310205459594727,0.0017614364624023438,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,molecule_hrac_classification.csv,mol_hrac_id,"low
",6,0,0,539,1.0,1.0,1.0,1.0,0.2872769832611084,0.0018994808197021484,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,hrac_classification.csv,hrac_class_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.33876991271972656,0.006150007247924805,0.7,chembl_2000_5,2000,5,9
cms_minhash_lsh,irac_classification.csv,irac_class_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.32093358039855957,0.0020749568939208984,0.7,chembl_2000_5,2000,5,9
cms_minhash_lsh,drug_mechanism.csv,molecular_mechanism,"low
",3,0,0,542,1.0,1.0,1.0,1.0,0.22449755668640137,0.0005290508270263672,0.7,chembl_2000_5,2000,5,6
cms_minhash_lsh,drug_mechanism.csv,direct_interaction,"low
",3,0,0,542,1.0,1.0,1.0,1.0,0.20842337608337402,0.0005171298980712891,0.7,chembl_2000_5,2000,5,6
cms_minhash_lsh,assay_classification.csv,assay_class_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.40522336959838867,0.003121614456176758,0.7,chembl_2000_5,2000,5,11
