method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,minhash_creation_time,threshold,dataset,width,depth,candidates
cms_minhash_lsh,molecule_irac_classification.csv,mol_irac_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.09653234481811523,0.001758575439453125,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,hrac_classification.csv,hrac_class_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.10844087600708008,0.002103090286254883,0.7,chembl_2000_5,2000,5,9
cms_minhash_lsh,irac_classification.csv,irac_class_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.10846066474914551,0.0020360946655273438,0.7,chembl_2000_5,2000,5,9
cms_minhash_lsh,research_stem.csv,res_stem_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.0967252254486084,0.003334522247314453,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,research_companies.csv,co_stem_id,"low
",5,0,0,540,1.0,1.0,1.0,1.0,0.08445024490356445,0.003690958023071289,0.7,chembl_2000_5,2000,5,7
cms_minhash_lsh,molecule_frac_classification.csv,mol_frac_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.10709595680236816,0.0015714168548583984,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,activity_stds_lookup.csv,std_act_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.08427786827087402,0.0015854835510253906,0.7,chembl_2000_5,2000,5,7
cms_minhash_lsh,molecule_hrac_classification.csv,mol_hrac_id,"low
",6,0,0,539,1.0,1.0,1.0,1.0,0.09654068946838379,0.0018308162689208984,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,drug_mechanism.csv,molecular_mechanism,"low
",3,0,0,542,1.0,1.0,1.0,1.0,0.07262468338012695,0.0004956722259521484,0.7,chembl_2000_5,2000,5,6
cms_minhash_lsh,drug_mechanism.csv,direct_interaction,"low
",3,0,0,542,1.0,1.0,1.0,1.0,0.07325243949890137,0.0004954338073730469,0.7,chembl_2000_5,2000,5,6
cms_minhash_lsh,assay_classification.csv,assay_class_id,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.13242077827453613,0.0030355453491210938,0.7,chembl_2000_5,2000,5,11
cms_minhash_lsh,product_patents.csv,drug_substance_flag,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.2114253044128418,0.0007541179656982422,0.7,chembl_2000_5,2000,5,17
cms_minhash_lsh,product_patents.csv,delist_flag,"low
",4,0,0,541,1.0,1.0,1.0,1.0,0.20731091499328613,0.0005872249603271484,0.7,chembl_2000_5,2000,5,17
cms_minhash_lsh,assays.csv,assay_group,"low
",1,0,0,544,1.0,1.0,1.0,1.0,0.012412071228027344,0.00148773193359375,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,go_classification.csv,class_level,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.02563166618347168,0.0007169246673583984,0.7,chembl_2000_5,2000,5,2
cms_minhash_lsh,hrac_classification.csv,hrac_code,"medium
",2,0,0,543,1.0,1.0,1.0,1.0,0.0534510612487793,0.0011632442474365234,0.7,chembl_2000_5,2000,5,2
cms_minhash_lsh,irac_classification.csv,active_ingredient,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.029484033584594727,0.002892017364501953,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,chembl_release.csv,creation_date,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.02288651466369629,0.001402139663696289,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,go_classification.csv,path,"high
",1,0,0,544,1.0,1.0,1.0,1.0,0.027400970458984375,0.0032532215118408203,0.7,chembl_2000_5,2000,5,1
